period_id,project_id,planned_progress_pct,actual_progress_pct,planned_value,earned_value_schedule,planned_milestones,completed_milestones,overdue_milestones,forecast_finish_date,schedule_variance_pct,spi,milestone_completion_pct,schedule_delay_days,delivery_risk_flag
202509,132,100,72.1,3265000,2354000,20,14,6,2025-09-27,-27.91,0.721,70.0,34,High
202510,132,100,70.3,3265000,2296000,20,14,6,2025-09-30,-29.68,0.703,70.0,37,High
202511,132,100,69.8,3265000,2280000,20,14,6,2025-09-30,-30.17,0.698,70.0,37,High
202512,132,100,69.0,3265000,2251000,20,14,6,2025-10-01,-31.05,0.69,70.0,38,High
202601,132,100,69.7,3265000,2275000,20,14,6,2025-09-30,-30.31,0.697,70.0,37,High
202602,132,100,69.7,3265000,2275000,20,14,6,2025-09-30,-30.32,0.697,70.0,37,High
202603,132,100,68.9,3265000,2251000,20,14,6,2025-10-01,-31.05,0.689,70.0,38,High
202604,132,100,67.0,3265000,2188000,20,13,7,2025-10-04,-32.98,0.67,65.0,41,High
202605,132,100,70.5,3265000,2303000,20,14,6,2025-09-29,-29.46,0.705,70.0,36,High
202606,132,100,67.4,3265000,2199000,20,13,7,2025-10-03,-32.64,0.674,65.0,40,High
202607,132,100,67.2,3265000,2193000,20,13,7,2025-10-04,-32.82,0.672,65.0,41,High
202608,132,100,67.6,3265000,2206000,20,14,6,2025-10-03,-32.43,0.676,70.0,40,High
202609,132,100,67.3,3265000,2196000,20,13,7,2025-10-03,-32.73,0.673,65.0,40,High
202610,132,100,66.7,3265000,2177000,20,13,7,2025-10-04,-33.34,0.667,65.0,41,High
202611,132,100,69.5,3265000,2271000,20,14,6,2025-10-01,-30.45,0.695,70.0,38,High
202612,132,100,64.9,3265000,2119000,20,13,7,2025-10-06,-35.1,0.649,65.0,43,High
202501,133,63.5,60.4,1451000,1381000,13,12,1,2025-08-30,-3.07,0.952,92.3,11,Low
202502,133,68.6,67.8,1568000,1550000,14,14,0,2025-08-21,-0.77,0.989,100.0,2,Low
202503,133,74.3,73.6,1697000,1681000,15,15,0,2025-08-21,-0.68,0.991,100.0,2,Low
202504,133,79.7,77.3,1822000,1766000,16,16,0,2025-08-26,-2.45,0.969,100.0,7,Low
202505,133,85.4,83.9,1951000,1916000,17,17,0,2025-08-23,-1.54,0.982,100.0,4,Low
202506,133,90.9,87.1,2077000,1991000,18,17,1,2025-08-29,-3.74,0.959,94.4,10,Low
202507,133,96.5,91.3,2206000,2087000,19,18,1,2025-09-01,-5.22,0.946,94.7,13,Low
202508,133,100,98.5,2285000,2250000,20,20,0,2025-08-22,-1.53,0.985,100.0,3,Low
202509,133,100,96.8,2285000,2211000,20,19,1,2025-08-26,-3.24,0.968,95.0,7,Low
202510,133,100,94.9,2285000,2168000,20,19,1,2025-08-31,-5.14,0.949,95.0,12,Low
202511,133,100,97.3,2285000,2224000,20,19,1,2025-08-25,-2.68,0.973,95.0,6,Low
202512,133,100,94.5,2285000,2159000,20,19,1,2025-09-01,-5.5,0.945,95.0,13,Low
202601,133,100,95.2,2285000,2176000,20,19,1,2025-08-30,-4.77,0.952,95.0,11,Low
202602,133,100,94.9,2285000,2170000,20,19,1,2025-08-31,-5.05,0.949,95.0,12,Low
202603,133,100,98.2,2285000,2244000,20,20,0,2025-08-23,-1.78,0.982,100.0,4,Low
202604,133,100,95.4,2285000,2179000,20,19,1,2025-08-30,-4.64,0.954,95.0,11,Low
202605,133,100,97.4,2285000,2226000,20,19,1,2025-08-25,-2.57,0.974,95.0,6,Low
202606,133,100,93.8,2285000,2143000,20,19,1,2025-09-03,-6.21,0.938,95.0,15,Low
202607,133,100,97.0,2285000,2217000,20,19,1,2025-08-26,-2.97,0.97,95.0,7,Low
202608,133,100,98.5,2285000,2251000,20,20,0,2025-08-22,-1.47,0.985,100.0,3,Low
202609,133,100,97.6,2285000,2231000,20,20,0,2025-08-24,-2.36,0.976,100.0,5,Low
202610,133,100,98.3,2285000,2246000,20,20,0,2025-08-23,-1.7,0.983,100.0,4,Low
202611,133,100,95.5,2285000,2182000,20,19,1,2025-08-30,-4.5,0.955,95.0,11,Low
202612,133,100,98.6,2285000,2254000,20,20,0,2025-08-22,-1.38,0.986,100.0,3,Low
202501,134,0,0,0,0,1,1,0,2026-08-13,0,0.981,100.0,3,Low
202502,134,0,0,0,0,1,1,0,2026-08-10,0,1.01,100.0,0,Low
202503,134,0,0,0,0,1,1,0,2026-08-12,0,0.986,100.0,2,Low
202504,134,0,0,0,0,1,1,0,2026-08-12,0,0.987,100.0,2,Low
202505,134,0,0,0,0,1,1,0,2026-08-13,0,0.977,100.0,3,Low
202506,134,0,0,0,0,1,1,0,2026-08-11,0,0.991,100.0,1,Low
202507,134,2.1,2.1,15000,16000,1,1,0,2026-08-10,0.03,1.013,100.0,0,Low
202508,134,10.2,10.3,75000,76000,2,2,0,2026-08-10,0.15,1.015,100.0,0,Low
202509,134,18.0,17.6,133000,130000,4,4,0,2026-08-13,-0.41,0.977,100.0,3,Low
202510,134,26.1,25.5,192000,187000,5,5,0,2026-08-14,-0.65,0.975,100.0,4,Low
202511,134,33.9,34.1,250000,251000,7,7,0,2026-08-10,0.15,1.004,100.0,0,Low
202512,134,42.0,41.9,309000,309000,8,8,0,2026-08-10,-0.11,0.997,100.0,0,Low
202601,134,50.1,50.0,369000,368000,10,10,0,2026-08-10,-0.17,0.997,100.0,0,Low
202602,134,57.4,56.5,423000,416000,11,11,0,2026-08-12,-0.97,0.983,100.0,2,Low
202603,134,65.5,66.0,482000,486000,13,13,0,2026-08-10,0.45,1.007,100.0,0,Low
202604,134,73.4,72.0,540000,530000,15,15,0,2026-08-13,-1.33,0.982,100.0,3,Low
202605,134,81.5,78.6,600000,578000,16,15,1,2026-08-16,-2.89,0.964,93.8,6,Low
202606,134,89.3,88.6,657000,652000,18,18,0,2026-08-11,-0.65,0.993,100.0,1,Low
202607,134,97.4,94.4,717000,695000,19,18,1,2026-08-15,-2.97,0.97,94.7,5,Low
202608,134,100,100,736000,737000,20,20,0,2026-08-10,0,1.002,100.0,0,Low
202609,134,100,96.9,736000,713000,20,19,1,2026-08-15,-3.14,0.969,95.0,5,Low
202610,134,100,98.0,736000,721000,20,20,0,2026-08-13,-2.03,0.98,100.0,3,Low
202611,134,100,99.0,736000,728000,20,20,0,2026-08-11,-1.03,0.99,100.0,1,Low
202612,134,100,99.0,736000,729000,20,20,0,2026-08-11,-0.98,0.99,100.0,1,Low
202501,135,29.7,29.6,1020000,1016000,6,6,0,2026-03-17,-0.13,0.996,100.0,1,Low
202502,135,34.5,34.3,1186000,1177000,7,7,0,2026-03-17,-0.25,0.993,100.0,1,Low
202503,135,39.9,40.2,1368000,1379000,8,8,0,2026-03-16,0.31,1.008,100.0,0,Low
202504,135,45.0,45.8,1545000,1572000,9,9,0,2026-03-16,0.78,1.017,100.0,0,Low
202505,135,50.3,50.2,1728000,1722000,10,10,0,2026-03-16,-0.17,0.997,100.0,0,Low
202506,135,55.5,56.0,1905000,1923000,11,11,0,2026-03-16,0.53,1.01,100.0,0,Low
202507,135,60.8,59.7,2088000,2050000,12,12,0,2026-03-20,-1.12,0.982,100.0,4,Low
202508,135,66.2,66.8,2271000,2293000,13,13,0,2026-03-16,0.64,1.01,100.0,0,Low
202509,135,71.3,71.8,2448000,2464000,14,14,0,2026-03-16,0.48,1.007,100.0,0,Low
202510,135,76.6,76.6,2631000,2631000,15,15,0,2026-03-16,0.01,1.0,100.0,0,Low
202511,135,81.8,81.0,2808000,2781000,16,16,0,2026-03-18,-0.77,0.991,100.0,2,Low
202512,135,87.1,88.3,2991000,3033000,17,17,0,2026-03-16,1.23,1.014,100.0,0,Low
202601,135,92.4,93.3,3173000,3204000,18,18,0,2026-03-16,0.88,1.009,100.0,0,Low
202602,135,97.3,95.7,3339000,3284000,19,19,0,2026-03-20,-1.59,0.984,100.0,4,Low
202603,135,100,100,3433000,3438000,20,20,0,2026-03-16,0,1.002,100.0,0,Low
202604,135,100,99.3,3433000,3409000,20,20,0,2026-03-17,-0.69,0.993,100.0,1,Low
202605,135,100,97.8,3433000,3358000,20,20,0,2026-03-21,-2.18,0.978,100.0,5,Low
202606,135,100,98.4,3433000,3377000,20,20,0,2026-03-20,-1.62,0.984,100.0,4,Low
202607,135,100,99.1,3433000,3402000,20,20,0,2026-03-18,-0.91,0.991,100.0,2,Low
202608,135,100,100,3433000,3454000,20,20,0,2026-03-16,0,1.006,100.0,0,Low
202609,135,100,98.0,3433000,3365000,20,20,0,2026-03-21,-1.99,0.98,100.0,5,Low
202610,135,100,100,3433000,3455000,20,20,0,2026-03-16,0,1.006,100.0,0,Low
202611,135,100,98.8,3433000,3392000,20,20,0,2026-03-19,-1.19,0.988,100.0,3,Low
202612,135,100,100,3433000,3490000,20,20,0,2026-03-16,0,1.017,100.0,0,Low
202501,136,56.7,54.6,9989000,9619000,11,11,0,2025-10-16,-2.1,0.963,100.0,9,Low
202502,136,61.6,58.4,10847000,10297000,12,11,1,2025-10-20,-3.12,0.949,91.7,13,Low
202503,136,67.0,63.7,11796000,11229000,13,12,1,2025-10-19,-3.22,0.952,92.3,12,Low
202504,136,72.2,67.6,12716000,11911000,14,13,1,2025-10-23,-4.57,0.937,92.9,16,Low
202505,136,77.6,72.4,13665000,12763000,16,15,1,2025-10-24,-5.12,0.934,93.8,17,Low
202506,136,82.8,76.1,14585000,13414000,17,16,1,2025-10-27,-6.64,0.92,94.1,20,Low
202507,136,88.2,81.9,15534000,14431000,18,17,1,2025-10-25,-6.27,0.929,94.4,18,Low
202508,136,93.6,87.9,16484000,15485000,19,18,1,2025-10-22,-5.67,0.939,94.7,15,Low
202509,136,98.8,91.1,17404000,16049000,20,18,2,2025-10-27,-7.69,0.922,90.0,20,Medium
202510,136,100,92.5,17618000,16297000,20,19,1,2025-10-26,-7.5,0.925,95.0,19,Low
202511,136,100,95.7,17618000,16855000,20,19,1,2025-10-18,-4.33,0.957,95.0,11,Low
202512,136,100,93.6,17618000,16493000,20,19,1,2025-10-23,-6.39,0.936,95.0,16,Low
202601,136,100,96.0,17618000,16914000,20,19,1,2025-10-17,-3.99,0.96,95.0,10,Low
202602,136,100,95.3,17618000,16788000,20,19,1,2025-10-19,-4.71,0.953,95.0,12,Low
202603,136,100,91.1,17618000,16055000,20,18,2,2025-10-29,-8.87,0.911,90.0,22,Medium
202604,136,100,91.8,17618000,16181000,20,18,2,2025-10-28,-8.16,0.918,90.0,21,Medium
202605,136,100,94.5,17618000,16648000,20,19,1,2025-10-21,-5.5,0.945,95.0,14,Low
202606,136,100,94.2,17618000,16596000,20,19,1,2025-10-22,-5.8,0.942,95.0,15,Low
202607,136,100,92.8,17618000,16352000,20,19,1,2025-10-25,-7.18,0.928,95.0,18,Low
202608,136,100,92.4,17618000,16280000,20,18,2,2025-10-26,-7.6,0.924,90.0,19,Medium
202609,136,100,94.3,17618000,16619000,20,19,1,2025-10-21,-5.67,0.943,95.0,14,Low
202610,136,100,91.7,17618000,16154000,20,18,2,2025-10-28,-8.31,0.917,90.0,21,Medium
202611,136,100,96.2,17618000,16940000,20,19,1,2025-10-16,-3.85,0.962,95.0,9,Low
202612,136,100,92.6,17618000,16318000,20,19,1,2025-10-26,-7.38,0.926,95.0,19,Low
202501,137,34.7,29.3,1677000,1417000,7,6,1,2025-08-19,-5.38,0.845,85.7,19,Medium
202502,137,44.8,36.2,2166000,1752000,9,7,2,2025-08-23,-8.55,0.809,77.8,23,Medium
202503,137,56.0,44.8,2708000,2166000,11,9,2,2025-08-24,-11.19,0.8,81.8,24,High
202504,137,66.8,53.0,3232000,2565000,13,10,3,2025-08-25,-13.78,0.794,76.9,25,High
202505,137,78.0,62.1,3773000,3006000,16,13,3,2025-08-25,-15.85,0.797,81.2,25,High
202506,137,88.8,71.0,4297000,3434000,18,14,4,2025-08-25,-17.84,0.799,77.8,25,High
202507,137,100,80.0,4839000,3872000,20,16,4,2025-08-24,-19.99,0.8,80.0,24,High
202508,137,100,81.8,4839000,3957000,20,16,4,2025-08-22,-18.24,0.818,80.0,22,High
202509,137,100,80.6,4839000,3900000,20,16,4,2025-08-24,-19.4,0.806,80.0,24,High
202510,137,100,81.8,4839000,3959000,20,16,4,2025-08-22,-18.18,0.818,80.0,22,High
202511,137,100,80.4,4839000,3890000,20,16,4,2025-08-24,-19.61,0.804,80.0,24,High
202512,137,100,78.9,4839000,3820000,20,16,4,2025-08-26,-21.06,0.789,80.0,26,High
202601,137,100,78.5,4839000,3799000,20,16,4,2025-08-26,-21.49,0.785,80.0,26,High
202602,137,100,78.7,4839000,3808000,20,16,4,2025-08-26,-21.3,0.787,80.0,26,High
202603,137,100,75.1,4839000,3636000,20,15,5,2025-08-30,-24.85,0.751,75.0,30,High
202604,137,100,75.9,4839000,3674000,20,15,5,2025-08-30,-24.07,0.759,75.0,30,High
202605,137,100,78.6,4839000,3802000,20,16,4,2025-08-26,-21.43,0.786,80.0,26,High
202606,137,100,77.3,4839000,3739000,20,15,5,2025-08-28,-22.73,0.773,75.0,28,High
202607,137,100,78.3,4839000,3787000,20,16,4,2025-08-27,-21.74,0.783,80.0,27,High
202608,137,100,75.9,4839000,3671000,20,15,5,2025-08-30,-24.13,0.759,75.0,30,High
202609,137,100,78.0,4839000,3773000,20,16,4,2025-08-27,-22.03,0.78,80.0,27,High
202610,137,100,74.2,4839000,3592000,20,15,5,2025-09-01,-25.78,0.742,75.0,32,High
202611,137,100,77.0,4839000,3727000,20,15,5,2025-08-28,-22.98,0.77,75.0,28,High
202612,137,100,74.2,4839000,3589000,20,15,5,2025-09-01,-25.83,0.742,75.0,32,High
202501,138,0,0,0,0,1,1,0,2026-05-31,0,0.824,100.0,26,Medium
202502,138,0,0,0,0,1,1,0,2026-06-01,0,0.813,100.0,27,Medium
202503,138,0,0,0,0,1,1,0,2026-06-05,0,0.787,100.0,31,High
202504,138,0,0,0,0,1,1,0,2026-06-04,0,0.799,100.0,30,High
202505,138,0,0,0,0,1,1,0,2026-06-10,0,0.76,100.0,36,High
202506,138,7.2,5.6,36000,28000,1,1,0,2026-06-07,-1.61,0.777,100.0,33,High
202507,138,16.5,12.5,83000,63000,3,2,1,2026-06-10,-3.98,0.759,66.7,36,High
202508,138,25.8,20.1,129000,100000,5,4,1,2026-06-07,-5.74,0.778,80.0,33,High
202509,138,34.8,27.2,174000,136000,7,5,2,2026-06-07,-7.68,0.779,71.4,33,High
202510,138,44.1,34.0,221000,170000,9,7,2,2026-06-08,-10.12,0.771,77.8,34,High
202511,138,53.2,40.9,266000,205000,11,8,3,2026-06-08,-12.22,0.77,72.7,34,High
202512,138,62.5,46.2,312000,231000,12,9,3,2026-06-12,-16.24,0.74,75.0,38,High
202601,138,71.8,53.2,359000,266000,14,10,4,2026-06-12,-18.55,0.742,71.4,38,High
202602,138,80.2,66.3,401000,331000,16,13,3,2026-05-30,-13.9,0.827,81.2,25,Medium
202603,138,89.5,75.7,447000,379000,18,15,3,2026-05-28,-13.77,0.846,83.3,23,Medium
202604,138,98.5,84.3,492000,422000,20,17,3,2026-05-26,-14.15,0.856,85.0,21,Medium
202605,138,100,88.4,500000,442000,20,18,2,2026-05-22,-11.61,0.884,90.0,17,Medium
202606,138,100,87.9,500000,440000,20,18,2,2026-05-23,-12.05,0.879,90.0,18,Medium
202607,138,100,91.9,500000,460000,20,18,2,2026-05-17,-8.08,0.919,90.0,12,Medium
202608,138,100,91.6,500000,458000,20,18,2,2026-05-17,-8.44,0.916,90.0,12,Medium
202609,138,100,95.2,500000,476000,20,19,1,2026-05-12,-4.77,0.952,95.0,7,Low
202610,138,100,97.9,500000,490000,20,20,0,2026-05-08,-2.07,0.979,100.0,3,Low
202611,138,100,98.5,500000,492000,20,20,0,2026-05-07,-1.55,0.985,100.0,2,Low
202612,138,100,96.9,500000,484000,20,19,1,2026-05-09,-3.12,0.969,95.0,4,Low
202501,139,0,0,0,0,1,1,0,2026-09-25,0,1.023,100.0,0,Low
202502,139,0,0,0,0,1,1,0,2026-09-27,0,0.988,100.0,2,Low
202503,139,0,0,0,0,1,1,0,2026-09-25,0,1.004,100.0,0,Low
202504,139,0,0,0,0,1,1,0,2026-09-29,0,0.98,100.0,4,Low
202505,139,0,0,0,0,1,1,0,2026-09-28,0,0.981,100.0,3,Low
202506,139,1.5,1.5,32000,33000,1,1,0,2026-09-25,0.02,1.013,100.0,0,Low
202507,139,8.3,8.4,174000,177000,2,2,0,2026-09-25,0.12,1.014,100.0,0,Low
202508,139,15.0,15.0,317000,316000,3,3,0,2026-09-25,-0.05,0.997,100.0,0,Low
202509,139,21.6,21.4,454000,450000,4,4,0,2026-09-26,-0.2,0.991,100.0,1,Low
202510,139,28.3,28.7,597000,605000,6,6,0,2026-09-25,0.38,1.013,100.0,0,Low
202511,139,34.9,35.0,734000,737000,7,7,0,2026-09-25,0.14,1.004,100.0,0,Low
202512,139,41.6,42.1,877000,887000,8,8,0,2026-09-25,0.49,1.012,100.0,0,Low
202601,139,48.4,48.5,1019000,1023000,10,10,0,2026-09-25,0.18,1.004,100.0,0,Low
202602,139,54.5,55.9,1148000,1177000,11,11,0,2026-09-25,1.4,1.026,100.0,0,Low
202603,139,61.2,62.5,1290000,1317000,12,12,0,2026-09-25,1.28,1.021,100.0,0,Low
202604,139,67.8,66.2,1428000,1395000,14,14,0,2026-09-29,-1.55,0.977,100.0,4,Low
202605,139,74.5,74.8,1570000,1577000,15,15,0,2026-09-25,0.33,1.004,100.0,0,Low
202606,139,81.0,80.4,1708000,1694000,16,16,0,2026-09-26,-0.65,0.992,100.0,1,Low
202607,139,87.8,88.5,1850000,1865000,18,18,0,2026-09-25,0.71,1.008,100.0,0,Low
202608,139,94.6,95.5,1992000,2013000,19,19,0,2026-09-25,0.97,1.01,100.0,0,Low
202609,139,100,99.3,2107000,2092000,20,20,0,2026-09-26,-0.69,0.993,100.0,1,Low
202610,139,100,100,2107000,2162000,20,20,0,2026-09-25,0,1.026,100.0,0,Low
202611,139,100,100,2107000,2110000,20,20,0,2026-09-25,0,1.001,100.0,0,Low
202612,139,100,100,2107000,2130000,20,20,0,2026-09-25,0,1.011,100.0,0,Low
202501,140,0,0,0,0,1,1,0,2026-10-07,0,0.978,100.0,3,Low
202502,140,0,0,0,0,1,1,0,2026-10-10,0,0.958,100.0,6,Low
202503,140,0,0,0,0,1,1,0,2026-10-06,0,0.985,100.0,2,Low
202504,140,0,0,0,0,1,1,0,2026-10-05,0,0.99,100.0,1,Low
202505,140,0,0,0,0,1,1,0,2026-10-07,0,0.975,100.0,3,Low
202506,140,0,0,0,0,1,1,0,2026-10-09,0,0.965,100.0,5,Low
202507,140,0,0,0,0,1,1,0,2026-10-07,0,0.975,100.0,3,Low
202508,140,0,0,0,0,1,1,0,2026-10-04,0,1.005,100.0,0,Low
202509,140,0,0,0,0,1,1,0,2026-10-09,0,0.967,100.0,5,Low
202510,140,4.2,4.1,191000,183000,1,1,0,2026-10-10,-0.17,0.959,100.0,6,Low
202511,140,12.7,12.7,574000,569000,3,3,0,2026-10-05,-0.1,0.992,100.0,1,Low
202512,140,21.5,21.4,969000,964000,4,4,0,2026-10-04,-0.11,0.995,100.0,0,Low
202601,140,30.3,29.2,1364000,1316000,6,6,0,2026-10-09,-1.07,0.965,100.0,5,Low
202602,140,38.2,36.6,1721000,1648000,8,8,0,2026-10-10,-1.62,0.958,100.0,6,Low
202603,140,47.0,46.9,2117000,2110000,9,9,0,2026-10-04,-0.15,0.997,100.0,0,Low
202604,140,55.5,54.0,2499000,2429000,11,11,0,2026-10-08,-1.57,0.972,100.0,4,Low
202605,140,64.3,62.5,2894000,2813000,13,13,0,2026-10-08,-1.82,0.972,100.0,4,Low
202606,140,72.8,70.1,3277000,3155000,15,14,1,2026-10-09,-2.71,0.963,93.3,5,Low
202607,140,81.6,80.8,3672000,3638000,16,16,0,2026-10-05,-0.76,0.991,100.0,1,Low
202608,140,90.4,88.9,4067000,3999000,18,18,0,2026-10-06,-1.52,0.983,100.0,2,Low
202609,140,98.9,95.1,4450000,4281000,20,19,1,2026-10-10,-3.76,0.962,95.0,6,Low
202610,140,100,95.7,4501000,4309000,20,19,1,2026-10-10,-4.27,0.957,95.0,6,Low
202611,140,100,99.8,4501000,4491000,20,20,0,2026-10-04,-0.23,0.998,100.0,0,Low
202612,140,100,98.2,4501000,4418000,20,20,0,2026-10-06,-1.84,0.982,100.0,2,Low
202501,141,0,0,0,0,1,1,0,2026-07-13,0,1.01,100.0,0,Low
202502,141,0,0,0,0,1,1,0,2026-07-13,0,0.993,100.0,0,Low
202503,141,0,0,0,0,1,1,0,2026-07-13,0,0.999,100.0,0,Low
202504,141,0,0,0,0,1,1,0,2026-07-13,0,1.007,100.0,0,Low
202505,141,0,0,0,0,1,1,0,2026-07-14,0,0.985,100.0,1,Low
202506,141,0,0,0,0,1,1,0,2026-07-15,0,0.98,100.0,2,Low
202507,141,0,0,0,0,1,1,0,2026-07-14,0,0.988,100.0,1,Low
202508,141,0,0,0,0,1,1,0,2026-07-13,0,1.021,100.0,0,Low
202509,141,0,0,0,0,1,1,0,2026-07-13,0,0.997,100.0,0,Low
202510,141,0,0,0,0,1,1,0,2026-07-13,0,1.009,100.0,0,Low
202511,141,2.2,2.1,200000,197000,1,1,0,2026-07-14,-0.03,0.988,100.0,1,Low
202512,141,15.7,15.3,1439000,1406000,3,3,0,2026-07-15,-0.36,0.977,100.0,2,Low
202601,141,29.1,28.9,2677000,2656000,6,6,0,2026-07-13,-0.24,0.992,100.0,0,Low
202602,141,41.3,41.3,3796000,3792000,8,8,0,2026-07-13,-0.05,0.999,100.0,0,Low
202603,141,54.8,53.0,5035000,4871000,11,11,0,2026-07-16,-1.79,0.967,100.0,3,Low
202604,141,67.8,67.8,6234000,6232000,14,14,0,2026-07-13,-0.02,1.0,100.0,0,Low
202605,141,81.3,78.9,7473000,7252000,16,16,0,2026-07-16,-2.4,0.97,100.0,3,Low
202606,141,94.3,92.2,8672000,8476000,19,19,0,2026-07-15,-2.12,0.978,100.0,2,Low
202607,141,100,100,9191000,9311000,20,20,0,2026-07-13,0,1.013,100.0,0,Low
202608,141,100,98.3,9191000,9032000,20,20,0,2026-07-14,-1.73,0.983,100.0,1,Low
202609,141,100,100,9191000,9349000,20,20,0,2026-07-13,0,1.017,100.0,0,Low
202610,141,100,99.3,9191000,9125000,20,20,0,2026-07-13,-0.72,0.993,100.0,0,Low
202611,141,100,97.7,9191000,8983000,20,20,0,2026-07-15,-2.26,0.977,100.0,2,Low
202612,141,100,99.4,9191000,9132000,20,20,0,2026-07-13,-0.64,0.994,100.0,0,Low
202501,142,0,0,0,0,1,1,0,2026-10-03,0,0.733,100.0,53,High
202502,142,0,0,0,0,1,1,0,2026-10-01,0,0.739,100.0,51,High
202503,142,0,0,0,0,1,1,0,2026-10-08,0,0.708,100.0,58,High
202504,142,0,0,0,0,1,1,0,2026-10-02,0,0.734,100.0,52,High
202505,142,0.9,0.7,14000,10000,1,1,0,2026-10-05,-0.25,0.72,100.0,55,High
202506,142,7.7,5.4,121000,84000,2,1,1,2026-10-09,-2.32,0.699,50.0,59,High
202507,142,14.7,10.6,231000,167000,3,2,1,2026-10-05,-4.11,0.721,66.7,55,High
202508,142,21.8,15.5,341000,242000,4,3,1,2026-10-07,-6.31,0.71,75.0,57,High
202509,142,28.6,19.6,448000,307000,6,4,2,2026-10-12,-8.98,0.686,66.7,62,High
202510,142,35.6,25.6,558000,401000,7,5,2,2026-10-05,-10.02,0.719,71.4,55,High
202511,142,42.4,29.3,664000,459000,8,6,2,2026-10-11,-13.13,0.69,75.0,61,High
202512,142,49.4,34.8,775000,546000,10,7,3,2026-10-08,-14.62,0.704,70.0,58,High
202601,142,56.5,38.3,885000,600000,11,7,4,2026-10-13,-18.15,0.679,63.6,63,High
202602,142,62.8,41.8,984000,655000,13,9,4,2026-10-16,-21.03,0.665,69.2,66,High
202603,142,69.8,46.0,1094000,721000,14,9,5,2026-10-17,-23.86,0.658,64.3,67,High
202604,142,76.6,52.3,1201000,819000,15,10,5,2026-10-13,-24.38,0.682,66.7,63,High
202605,142,83.7,56.3,1311000,882000,17,11,6,2026-10-14,-27.39,0.673,64.7,64,High
202606,142,90.5,61.1,1418000,958000,18,12,6,2026-10-14,-29.33,0.676,66.7,64,High
202607,142,97.5,64.1,1528000,1005000,20,13,7,2026-10-17,-33.36,0.658,65.0,67,High
202608,142,100,65.9,1567000,1033000,20,13,7,2026-10-17,-34.08,0.659,65.0,67,High
202609,142,100,65.1,1567000,1020000,20,13,7,2026-10-19,-34.89,0.651,65.0,69,High
202610,142,100,64.7,1567000,1014000,20,13,7,2026-10-20,-35.31,0.647,65.0,70,High
202611,142,100,63.9,1567000,1002000,20,13,7,2026-10-21,-36.06,0.639,65.0,71,High
202612,142,100,65.4,1567000,1025000,20,13,7,2026-10-18,-34.59,0.654,65.0,68,High
202501,143,0,0,0,0,1,1,0,2026-06-23,0,0.862,100.0,28,Medium
202502,143,2.0,1.7,96000,84000,1,1,0,2026-06-20,-0.24,0.877,100.0,25,Medium
202503,143,8.7,7.8,427000,383000,2,2,0,2026-06-16,-0.89,0.897,100.0,21,Medium
202504,143,15.2,13.2,747000,647000,3,3,0,2026-06-22,-2.02,0.867,100.0,27,Medium
202505,143,21.9,19.4,1077000,954000,4,4,0,2026-06-18,-2.52,0.885,100.0,23,Medium
202506,143,28.4,24.3,1398000,1197000,6,5,1,2026-06-24,-4.08,0.856,83.3,29,Medium
202507,143,35.1,30.4,1728000,1497000,7,6,1,2026-06-22,-4.7,0.866,85.7,27,Medium
202508,143,41.9,35.9,2059000,1764000,8,7,1,2026-06-24,-6.0,0.857,87.5,29,Medium
202509,143,48.4,41.3,2379000,2031000,10,9,1,2026-06-25,-7.08,0.854,90.0,30,Medium
202510,143,55.1,48.2,2710000,2372000,11,10,1,2026-06-20,-6.86,0.876,90.9,25,Medium
202511,143,61.6,51.3,3030000,2522000,12,10,2,2026-06-29,-10.32,0.832,83.3,34,Medium
202512,143,68.3,58.6,3360000,2884000,14,12,2,2026-06-24,-9.68,0.858,85.7,29,Medium
202601,143,75.1,63.4,3691000,3119000,15,13,2,2026-06-27,-11.64,0.845,86.7,32,Medium
202602,143,81.1,70.0,3990000,3442000,16,14,2,2026-06-23,-11.14,0.863,87.5,28,Medium
202603,143,87.9,72.0,4321000,3539000,18,15,3,2026-07-02,-15.9,0.819,83.3,37,Medium
202604,143,94.4,78.7,4641000,3871000,19,16,3,2026-06-29,-15.64,0.834,84.2,34,Medium
202605,143,100,84.1,4918000,4137000,20,17,3,2026-06-27,-15.88,0.841,85.0,32,Medium
202606,143,100,83.0,4918000,4084000,20,17,3,2026-06-30,-16.96,0.83,85.0,35,Medium
202607,143,100,83.9,4918000,4127000,20,17,3,2026-06-28,-16.08,0.839,85.0,33,Medium
202608,143,100,83.5,4918000,4107000,20,17,3,2026-06-29,-16.5,0.835,85.0,34,Medium
202609,143,100,83.2,4918000,4092000,20,17,3,2026-06-29,-16.79,0.832,85.0,34,Medium
202610,143,100,83.5,4918000,4107000,20,17,3,2026-06-29,-16.5,0.835,85.0,34,Medium
202611,143,100,82.3,4918000,4047000,20,16,4,2026-07-01,-17.7,0.823,80.0,36,High
202612,143,100,83.4,4918000,4100000,20,17,3,2026-06-29,-16.63,0.834,85.0,34,Medium
202501,144,0,0,0,0,1,1,0,2027-10-17,0,0.996,100.0,1,Low
202502,144,0,0,0,0,1,1,0,2027-10-22,0,0.982,100.0,6,Low
202503,144,0,0,0,0,1,1,0,2027-10-16,0,1.004,100.0,0,Low
202504,144,0,0,0,0,1,1,0,2027-10-26,0,0.971,100.0,10,Low
202505,144,0,0,0,0,1,1,0,2027-10-16,0,0.998,100.0,0,Low
